CD_REF,FAMILLE,Nom scientifique,Rang,Categorie,Commentaires
82060,Amaryllidaceae,"Amaryllis belladonna L., 1753",espece,NAa,Exotiques
82080,Asteraceae,"Ambrosia artemisiifolia L., 1753",espece,NAa,Exotiques
610847,Asteraceae,"Ambrosia psilostachya DC., 1836",espece,NAa,Exotiques
82092,Asteraceae,"Ambrosia tenuifolia Spreng., 1826",espece,NAa,Exotiques
82093,Asteraceae,"Ambrosia trifida L., 1753",espece,NAa,Exotiques
82095,Araceae,"Ambrosina bassii L., 1764",espece,LC,
82101,Rosaceae,"Amelanchier lamarckii F.G.Schroed., 1968",espece,NAa,Exotiques
82103,Rosaceae,"Amelanchier ovalis Medik., 1793",espece,LC,
162649,Rosaceae,"Amelanchier spicata (Lam.) K.Koch, 1869",espece,NAa,Exotiques
788852,Poaceae,"Amelichloa ambigua (Speg.) Arriaga & Barkworth, 2006",espece,NAa,Exotiques
788853,Poaceae,"Amelichloa brachychaeta (Godr.) Arriaga & Barkworth, 2006",espece,NAa,Exotiques
788854,Poaceae,"Amelichloa caudata (Trin.) Arriaga & Barkworth, 2006",espece,NAa,Exotiques
82120,Lythraceae,"Ammannia coccinea Rottb., 1773",espece,NAa,Exotiques
160299,Lythraceae,"Ammannia robusta Heer & Regel, 1842",espece,NAa,Exotiques
82130,Apiaceae,"Ammi majus L., 1753",espece,LC,
82136,Apiaceae,"Ammoides pusilla (Brot.) Breistr., 1947",espece,LC,
82139,Poaceae,"Ammophila arenaria (L.) Link, 1827",espece,LC,
131313,Poaceae,"Ammophila arenaria subsp. arenaria (L.) Link, 1827",sous-espece,LC,
131314,Poaceae,"Ammophila arenaria subsp. arundinacea (Husn.) H.Lindb., 1932",sous-espece,LC,
82164,Fabaceae,"Amorpha fruticosa L., 1753",espece,NAa,Exotiques
82173,Poaceae,"Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz, 1894",espece,DD,
788797,Boraginaceae,"Amsinckia calycina (Moris) Chater, 1971",espece,NAa,Exotiques
82194,Boraginaceae,"Amsinckia lycopsoides (Lehm.) Lehm., 1831",espece,NAa,Exotiques
82280,Orchidaceae,"Anacamptis collina (Banks & Sol. ex Russell) R.M.Bateman, Pridgeon & M.W.Chase, 1997",espece,RE,
82282,Orchidaceae,"Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",espece,NT,
162132,Orchidaceae,"Anacamptis coriophora subsp. coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",sous-espece,NT,
162133,Orchidaceae,"Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat., 2003",sous-espece,DD,
717075,Orchidaceae,"Anacamptis fragrans (Pollini) R.M.Bateman, 2003",espece,LC,
82283,Orchidaceae,"Anacamptis laxiflora (Lam.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",espece,LC,
82285,Orchidaceae,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",espece,LC,
719215,Orchidaceae,"Anacamptis morio subsp. champagneuxii (Barn�oud) H.Kretzschmar, Eccarius & H.Dietr., 2007",sous-espece,LC,
719216,Orchidaceae,"Anacamptis morio subsp. longicornu (Poir.) H.Kretzschmar, Eccarius & H.Dietr., 2007",sous-espece,VU,
719217,Orchidaceae,"Anacamptis morio subsp. morio (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",sous-espece,LC,
626615,Orchidaceae,"Anacamptis morio subsp. picta (Loisel.) Jacquet & Scappat., 2003",sous-espece,LC,
82286,Orchidaceae,"Anacamptis palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",espece,VU,
82287,Orchidaceae,"Anacamptis papilionacea (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",espece,LC,
82288,Orchidaceae,"Anacamptis pyramidalis (L.) Rich., 1817",espece,LC,
82305,Asteraceae,"Anacyclus clavatus (Desf.) Pers., 1807",espece,LC,
82315,Asteraceae,"Anacyclus radiatus Loisel., 1828",espece,LC,
82318,Asteraceae,"Anacyclus valentinus L., 1753",espece,LC,
82350,Fabaceae,"Anagyris foetida L., 1753",espece,LC,
82356,Plantaginaceae,"Anarrhinum bellidifolium (L.) Willd., 1800",espece,LC,
82357,Plantaginaceae,"Anarrhinum corsicum Jord. & Fourr., 1866",espece,LC,
610704,Plantaginaceae,"Anarrhinum laxiflorum Boiss., 1838",espece,VU,
907646,Boraginaceae,"Anchusa crispa subsp. crispa Viv., 1825",sous-espece,EN,
907647,Boraginaceae,"Anchusa crispa subsp. valincoana Paradis, Piazza & Quilichini",sous-espece,EN,
82376,Boraginaceae,"Anchusa crispa Viv., 1825",espece,VU,
82380,Boraginaceae,"Anchusa italica Retz., 1779",espece,LC,
82390,Boraginaceae,"Anchusa ochroleuca M.Bieb., 1808",espece,NAa,Exotiques
82391,Boraginaceae,"Anchusa officinalis L., 1753",espece,LC,
82398,Boraginaceae,"Anchusa procera Besser ex Link, 1821",espece,LC,
82408,Boraginaceae,"Anchusa undulata L., 1753",espece,NT,
82414,Phyllanthaceae,"Andrachne telephioides L., 1753",espece,NAa,Exotiques
82420,Ericaceae,"Andromeda polifolia L., 1753",espece,LC,
82439,Poaceae,"Andropogon distachyos L., 1753",espece,LC,
610708,Poaceae,"Andropogon virginicus L., 1753",espece,NAa,Exotiques
82476,Primulaceae,"Androsace adfinis Biroli, 1820",espece,LC,
131360,Primulaceae,"Androsace adfinis subsp. adfinis Biroli, 1820",sous-espece,LC,
131361,Primulaceae,"Androsace adfinis subsp. brigantiaca (Jord. & Fourr.) Kress, 1981",sous-espece,LC,
131362,Primulaceae,"Androsace adfinis subsp. puberula (Jord. & Fourr.) Kress, 1981",sous-espece,LC,
82478,Primulaceae,"Androsace alpina (L.) Lam., 1779",espece,LC,
82491,Primulaceae,"Androsace carnea L., 1753",espece,LC,
82492,Primulaceae,"Androsace chaixii Gren., 1853",espece,LC,
82494,Primulaceae,"Androsace ciliata DC., 1805",espece,NT,
82495,Primulaceae,"Androsace cylindrica DC., 1805",espece,LC,
131371,Primulaceae,"Androsace cylindrica subsp. cylindrica DC., 1805",sous-espece,VU,
131372,Primulaceae,"Androsace cylindrica subsp. hirtella (Dufour) Greuter & Burdet, 1987",sous-espece,LC,
82498,Primulaceae,"Androsace elongata L., 1763",espece,VU,
82503,Primulaceae,"Androsace halleri L., 1753",espece,LC,
82504,Primulaceae,"Androsace helvetica (L.) All., 1785",espece,LC,
82509,Primulaceae,"Androsace lactea L., 1753",espece,VU,
82511,Primulaceae,"Androsace laggeri A.Huet, 1853",espece,LC,
82516,Primulaceae,"Androsace maxima L., 1753",espece,LC,
82519,Primulaceae,"Androsace obtusifolia All., 1785",espece,LC,
82529,Primulaceae,"Androsace pubescens DC., 1805",espece,LC,
82531,Primulaceae,"Androsace pyrenaica Lam., 1792",espece,LC,
82535,Primulaceae,"Androsace septentrionalis L., 1753",espece,LC,
82542,Primulaceae,"Androsace vandellii (Turra) Chiov., 1919",espece,LC,
82544,Primulaceae,"Androsace villosa L., 1753",espece,LC,
82545,Primulaceae,"Androsace vitaliana (L.) Lapeyr., 1813",espece,LC,
82562,Asteraceae,"Andryala integrifolia L., 1753",espece,LC,
82571,Asteraceae,"Andryala ragusina L., 1763",espece,VU,
82596,Ranunculaceae,"Anemone alpina L., 1753",espece,LC,
620370,Ranunculaceae,"Anemone alpina subsp. alpina L., 1753",sous-espece,LC,
131387,Ranunculaceae,"Anemone alpina subsp. apiifolia (Scop.) O.Bol�s & Vigo, 1974",sous-espece,LC,
82598,Ranunculaceae,"Anemone apennina L., 1753",espece,LC,
82600,Ranunculaceae,"Anemone baldensis L., 1767",espece,LC,
610709,Ranunculaceae,"Anemone blanda Schott & Kotschy, 1854",espece,NAa,Exotiques
82607,Ranunculaceae,"Anemone coronaria L., 1753",espece,DD,
82619,Ranunculaceae,"Anemone halleri All., 1773",espece,LC,
82620,Ranunculaceae,"Anemone hepatica L., 1753",espece,LC,
82623,Ranunculaceae,"Anemone hortensis L., 1753",espece,LC,
131397,Ranunculaceae,"Anemone hortensis subsp. hortensis L., 1753",sous-espece,LC,
131398,Ranunculaceae,"Anemone hortensis subsp. pavonina (Lam.) Arcang., 1882",sous-espece,NAa,Exotiques
82632,Ranunculaceae,"Anemone montana Hoppe, 1826",espece,NT,
608022,Ranunculaceae,"Anemone narcissiflora L., 1753",espece,LC,
82637,Ranunculaceae,"Anemone nemorosa L., 1753",espece,LC,
82642,Ranunculaceae,"Anemone palmata L., 1753",espece,VU,
82652,Ranunculaceae,"Anemone pulsatilla L., 1753",espece,LC,
131403,Ranunculaceae,"Anemone pulsatilla subsp. bogenhardtiana (Rchb.) Rouy & Foucaud, 1893",sous-espece,DD,
718305,Ranunculaceae,"Anemone pulsatilla subsp. pulsatilla L., 1753",sous-espece,LC,
82656,Ranunculaceae,"Anemone ranunculoides L., 1753",espece,LC,
82660,Ranunculaceae,"Anemone rubra Lam., 1783",espece,LC,
718209,Ranunculaceae,"Anemone scherfelii subsp. cyrnea (Gamisans) B.Bock & J.-M.Tison, 2012",sous-espece,LC,
718306,Ranunculaceae,"Anemone scherfelii subsp. scherfelii Ullep., 1887",sous-espece,NT,
82661,Ranunculaceae,"Anemone scherfelii Ullep., 1887",espece,LC,
82665,Ranunculaceae,"Anemone sylvestris L., 1753",espece,NT,
82666,Ranunculaceae,"Anemone trifolia L., 1753",espece,NT,
82671,Ranunculaceae,"Anemone vernalis L., 1753",espece,LC,
82692,Apiaceae,"Anethum graveolens L., 1753",espece,NAa,Exotiques
82705,Apiaceae,"Angelica archangelica L., 1753",espece,NAa,Exotiques
82715,Apiaceae,"Angelica heterocarpa J.Lloyd, 1859",espece,LC,
82733,Apiaceae,"Angelica razulii Gouan, 1773",espece,LC,
82738,Apiaceae,"Angelica sylvestris L., 1753",espece,LC,
159536,Apiaceae,"Angelica sylvestris subsp. sylvestris L., 1753",sous-espece,LC,
612392,Apiaceae,"Angelica sylvestris subsp. bernardae Reduron, 2007",sous-espece,LC,
82750,Poaceae,"Anisantha diandra (Roth) Tutin ex Tzvelev, 1963",espece,LC,
82751,Poaceae,"Anisantha fasciculata (C.Presl) Nevski, 1934",espece,DD,
82753,Poaceae,"Anisantha madritensis (L.) Nevski, 1934",espece,LC,
82755,Poaceae,"Anisantha rigida (Roth) Hyl., 1945",espece,LC,
82756,Poaceae,"Anisantha rubens (L.) Nevski, 1934",espece,LC,
82757,Poaceae,"Anisantha sterilis (L.) Nevski, 1934",espece,LC,
82758,Poaceae,"Anisantha tectorum (L.) Nevski, 1934",espece,LC,
717084,Apiaceae,"Anisosciadium orientale DC., 1830",espece,NAa,Exotiques
82775,Malvaceae,"Anoda cristata (L.) Schltdl., 1837",espece,NAa,Exotiques
82783,Pteridaceae,"Anogramma leptophylla (L.) Link, 1841",espece,LC,
446987,Basellaceae,"Anredera cordifolia (Ten.) Steenis, 1957",espece,NAa,Exotiques
718308,Asteraceae,Antennaria carpatica subsp. helvetica (Chrtek & Pouzar) Chrtek & Pouzar,sous-espece,LC,
82794,Asteraceae,"Antennaria carpatica (Wahlenb.) Bluff & Fingerh., 1825",espece,LC,
82796,Asteraceae,"Antennaria dioica (L.) Gaertn., 1791",espece,NT,
82817,Asteraceae,"Anthemis arvensis L., 1753",espece,LC,
131419,Asteraceae,"Anthemis arvensis subsp. arvensis L., 1753",sous-espece,LC,
131420,Asteraceae,"Anthemis arvensis subsp. glabra (Rouy) Jeanm., 1998",sous-espece,EN,
131421,Asteraceae,"Anthemis arvensis subsp. incrassata (Loisel.) Nyman, 1879",sous-espece,LC,
82833,Asteraceae,"Anthemis cotula L., 1753",espece,LC,
82835,Asteraceae,"Anthemis cretica L., 1753",espece,LC,
131429,Asteraceae,"Anthemis cretica subsp. columnae (Ten.) Franz�n, 1986",sous-espece,LC,
612395,Asteraceae,"Anthemis cretica subsp. gerardiana (Jord.) Greuter, 2005",sous-espece,LC,
131432,Asteraceae,"Anthemis cretica subsp. saxatilis (DC. ex Willd.) R.Fern., 1975",sous-espece,LC,
82856,Asteraceae,"Anthemis maritima L., 1753",espece,LC,
610724,Asteraceae,"Anthemis ruthenica M.Bieb., 1808",espece,NAa,Exotiques
82880,Asteraceae,"Anthemis secundiramea Biv., 1806",espece,NT,
82903,Asparagaceae,"Anthericum liliago L., 1753",espece,LC,
82909,Asparagaceae,"Anthericum ramosum L., 1753",espece,LC,
82914,Poaceae,"Anthoxanthum alpinum �.L�ve & D.L�ve, 1948",espece,LC,
82916,Poaceae,"Anthoxanthum aristatum Boiss., 1842",espece,LC,
82922,Poaceae,"Anthoxanthum odoratum L., 1753",espece,LC,
82923,Poaceae,"Anthoxanthum ovatum Lag., 1816",espece,LC,
82931,Apiaceae,"Anthriscus caucalis M.Bieb., 1808",espece,LC,
82932,Apiaceae,"Anthriscus cerefolium (L.) Hoffm., 1814",espece,NAa,Exotiques
82943,Apiaceae,"Anthriscus nitida (Wahlenb.) Hazsl., 1864",espece,LC,
82952,Apiaceae,"Anthriscus sylvestris (L.) Hoffm., 1814",espece,LC,
131460,Apiaceae,"Anthriscus sylvestris subsp. sylvestris (L.) Hoffm., 1814",sous-espece,LC,
131456,Apiaceae,"Anthriscus sylvestris subsp. alpina (Vill.) Gremli, 1874",sous-espece,LC,
82965,Fabaceae,"Anthyllis barba-jovis L., 1753",espece,LC,
717086,Fabaceae,"Anthyllis circinnata (L.) D.D.Sokoloff, 2003",espece,LC,
82972,Fabaceae,"Anthyllis cytisoides L., 1753",espece,NT,
82979,Fabaceae,"Anthyllis hermanniae L., 1753",espece,LC,
82985,Fabaceae,"Anthyllis montana L., 1753",espece,LC,
82999,Fabaceae,"Anthyllis vulneraria L., 1753",espece,LC,
131493,Fabaceae,"Anthyllis vulneraria subsp. vulneraria L., 1753",sous-espece,LC,
131467,Fabaceae,"Anthyllis vulneraria subsp. alpestris (Kit.) Asch. & Graebn., 1908",sous-espece,LC,
131475,Fabaceae,"Anthyllis vulneraria subsp. forondae (Sennen) Cullen, 1968",sous-espece,LC,
612396,Fabaceae,"Anthyllis vulneraria subsp. guyotii (Chodat) Grenon, 2007",sous-espece,LC,
131489,Fabaceae,"Anthyllis vulneraria subsp. rubriflora Arcang., 1882",sous-espece,LC,
131494,Fabaceae,"Anthyllis vulneraria subsp. vulnerarioides (All.) Arcang., 1894",sous-espece,DD,
83001,Poaceae,"Antinoria agrostidea (DC.) Parl., 1845",espece,EN,
83002,Poaceae,"Antinoria insularis Parl., 1845",espece,LC,
83058,Plantaginaceae,"Antirrhinum majus L., 1753",espece,LC,
131499,Plantaginaceae,"Antirrhinum majus subsp. majus L., 1753",sous-espece,LC,
131498,Plantaginaceae,"Antirrhinum majus subsp. latifolium (Mill.) Bonnier & Layens, 1894",sous-espece,LC,
131503,Plantaginaceae,"Antirrhinum majus subsp. tortuosum (Bosc) Ball, 1878",sous-espece,VU,
83079,Plantaginaceae,"Antirrhinum sempervirens Lapeyr., 1801",espece,LC,
83152,Poaceae,"Apera interrupta (L.) P.Beauv., 1812",espece,LC,
83156,Poaceae,"Apera spica-venti (L.) P.Beauv., 1812",espece,LC,
83159,Rosaceae,"Aphanes arvensis L., 1753",espece,LC,
83160,Rosaceae,"Aphanes australis Rydb., 1908",espece,LC,
83164,Rosaceae,"Aphanes floribunda (Murb.) Rothm., 1937",espece,LC,
83167,Rosaceae,"Aphanes minutiflora (Azn.) Holub, 1970",espece,LC,
83171,Asparagaceae,"Aphyllanthes monspeliensis L., 1753",espece,LC,
83177,Fabaceae,"Apios americana Medik., 1787",espece,NAa,Exotiques
83195,Apiaceae,"Apium graveolens L., 1753",espece,LC,
83232,Aponogetonaceae,"Aponogeton distachyos L.f., 1782",espece,NAa,Exotiques
83234,Asteraceae,"Aposeris foetida (L.) Less., 1832",espece,LC,
83235,Aizoaceae,"Aptenia cordifolia (L.f.) Schwantes, 1928",espece,NAa,Exotiques
83240,Ranunculaceae,"Aquilegia alpina L., 1753",espece,LC,
83243,Ranunculaceae,"Aquilegia atrata W.D.J.Koch, 1830",espece,LC,
83245,Ranunculaceae,"Aquilegia bernardii Gren., 1847",espece,LC,
83250,Ranunculaceae,"Aquilegia dumeticola Jord., 1860",espece,LC,
83252,Ranunculaceae,"Aquilegia hirsutissima Timb.-Lagr., 1872",espece,NT,
83254,Ranunculaceae,"Aquilegia litardierei Briq., 1910",espece,NT,
83260,Ranunculaceae,"Aquilegia pyrenaica DC., 1815",espece,LC,
83261,Ranunculaceae,"Aquilegia reuteri Boiss., 1854",espece,LC,
83266,Ranunculaceae,"Aquilegia viscosa Gouan, 1764",espece,NT,
83267,Ranunculaceae,"Aquilegia vulgaris L., 1753",espece,LC,
610746,Brassicaceae,"Arabidopsis arenosa (L.) Lawalr�e, 1960",espece,LC,
612664,Brassicaceae,"Arabidopsis arenosa subsp. arenosa (L.) Lawalr�e, 1960",sous-espece,LC,
612663,Brassicaceae,"Arabidopsis arenosa subsp. borbasii (Zapa?.) O'Kane & Al-Shehbaz, 1997",sous-espece,LC,
717729,Brassicaceae,"Arabidopsis cebennensis (DC.) O'Kane & Al-Shehbaz, 1997",espece,LC,
610747,Brassicaceae,"Arabidopsis halleri (L.) O\'Kane & Al-Shehbaz, 1997",espece,NAa,Exotiques
83272,Brassicaceae,"Arabidopsis thaliana (L.) Heynh., 1842",espece,LC,
83276,Brassicaceae,"Arabis allionii DC., 1805",espece,DD,
83279,Brassicaceae,"Arabis alpina L., 1753",espece,LC,
83285,Brassicaceae,"Arabis auriculata Lam., 1783",espece,LC,
83286,Brassicaceae,"Arabis bellidifolia Crantz, 1762",espece,LC,
131534,Brassicaceae,"Arabis bellidifolia subsp. stellulata (Bertol.) Greuter & Burdet, 1983",sous-espece,LC,
83296,Brassicaceae,"Arabis caerulea (All.) Haenke, 1789",espece,LC,
83299,Brassicaceae,"Arabis caucasica Willd. ex Schltdl., 1813",espece,NAa,Exotiques
83303,Brassicaceae,"Arabis ciliata Clairv., 1811",espece,LC,
718309,Brassicaceae,"Arabis collina subsp. collina Ten., 1815",sous-espece,LC,
131542,Brassicaceae,"Arabis collina subsp. rosea (DC.) Minuto, 1992",sous-espece,NAa,Exotiques
83306,Brassicaceae,"Arabis collina Ten., 1815",espece,LC,
83332,Brassicaceae,"Arabis hirsuta (L.) Scop., 1772",espece,LC,
83359,Brassicaceae,"Arabis nova Vill., 1779",espece,LC,
610749,Brassicaceae,"Arabis parvula L.M.Dufour, 1821",espece,EN,
83375,Brassicaceae,"Arabis planisiliqua (Pers.) Rchb., 1838",espece,LC,
83398,Brassicaceae,"Arabis sagittata (Bertol.) DC., 1815",espece,LC,
83402,Brassicaceae,"Arabis scabra All., 1773",espece,LC,
608824,Brassicaceae,"Arabis serpillifolia Vill., 1779",espece,LC,
83409,Brassicaceae,"Arabis soyeri Reut. & A.L.P.Huet, 1853",espece,LC,
131559,Brassicaceae,"Arabis soyeri subsp. soyeri Reut. & A.L.P.Huet, 1853",sous-espece,VU,
131560,Brassicaceae,"Arabis soyeri subsp. subcoriacea (Gren.) Breistr., 1947",sous-espece,LC,
83422,Brassicaceae,"Arabis verna (L.) R.Br., 1812",espece,LC,
83465,Araucariaceae,"Araucaria araucana (Molina) K.Koch, 1873",espece,NAa,Exotiques
83469,Apocynaceae,"Araujia sericifera Brot., 1818",espece,NAa,Exotiques
83481,Ericaceae,"Arbutus unedo L., 1753",espece,LC,
892223,Santalaceae,"Arceuthobium gambyi Fridl., 2015",espece,DD,
83488,Santalaceae,"Arceuthobium oxycedri (DC.) M.Bieb., 1819",espece,DD,
83499,Asteraceae,"Arctium lappa L., 1753",espece,LC,
83502,Asteraceae,"Arctium minus (Hill) Bernh., 1800",espece,LC,
83503,Asteraceae,"Arctium nemorosum Lej., 1833",espece,LC,
83507,Asteraceae,"Arctium tomentosum Mill., 1768",espece,LC,
83525,Ericaceae,"Arctostaphylos alpinus (L.) Spreng., 1825",espece,LC,
83528,Ericaceae,"Arctostaphylos uva-ursi (L.) Spreng., 1825",espece,LC,
83529,Asteraceae,"Arctotheca calendula (L.) Levyns, 1942",espece,NAa,Exotiques
83535,Caryophyllaceae,"Arenaria aggregata (L.) Loisel., 1827",espece,LC,
83541,Caryophyllaceae,"Arenaria balearica L., 1768",espece,LC,
83545,Caryophyllaceae,"Arenaria bertolonii Fiori, 1898",espece,LC,
83546,Caryophyllaceae,"Arenaria biflora L., 1767",espece,LC,
83559,Caryophyllaceae,"Arenaria cerastioides Poir., 1789",espece,NAa,Exotiques
83562,Caryophyllaceae,"Arenaria ciliata L., 1753",espece,NT,
83563,Caryophyllaceae,"Arenaria cinerea DC., 1815",espece,LC,
83565,Caryophyllaceae,"Arenaria controversa Boiss., 1840",espece,LC,
83584,Caryophyllaceae,"Arenaria grandiflora L., 1759",espece,LC,
83588,Caryophyllaceae,"Arenaria hispida L., 1753",espece,LC,
83596,Caryophyllaceae,"Arenaria leptoclados (Rchb.) Guss., 1844",espece,LC,
83598,Caryophyllaceae,"Arenaria ligericina Lecoq & Lamotte, 1847",espece,VU,
83607,Caryophyllaceae,"Arenaria marschlinsii W.D.J.Koch, 1841",espece,NT,
83615,Caryophyllaceae,"Arenaria modesta Dufour, 1821",espece,LC,
83617,Caryophyllaceae,"Arenaria montana L., 1755",espece,LC,
83620,Caryophyllaceae,"Arenaria multicaulis L., 1759",espece,LC,
83636,Caryophyllaceae,"Arenaria provincialis Chater & G.Halliday, 1964",espece,NT,
83638,Caryophyllaceae,"Arenaria purpurascens Ramond ex DC., 1805",espece,LC,
83653,Caryophyllaceae,"Arenaria serpyllifolia L., 1753",espece,LC,
83669,Caryophyllaceae,"Arenaria tetraquetra L., 1753",espece,NAa,Exotiques
83714,Rosaceae,"Argentina anserina (L.) Rydb., 1899",espece,LC,
83722,Fabaceae,"Argyrolobium zanonii (Turra) P.W.Ball, 1968",espece,LC,
83755,Araceae,"Arisarum vulgare O.Targ.Tozz., 1810",espece,LC,
83756,Poaceae,"Aristavena setacea (Huds.) F.Albers & Butzin, 1977",espece,NT,
83777,Aristolochiaceae,"Aristolochia clematitis L., 1753",espece,LC,
83778,Aristolochiaceae,"Aristolochia clusii Lojac., 1907",espece,CR,
83789,Aristolochiaceae,"Aristolochia pallida Willd., 1805",espece,LC,
83790,Aristolochiaceae,"Aristolochia paucinervis Pomel, 1874",espece,LC,
83791,Aristolochiaceae,"Aristolochia pistolochia L., 1763",espece,LC,
83793,Aristolochiaceae,"Aristolochia rotunda L., 1753",espece,LC,
131626,Aristolochiaceae,"Aristolochia rotunda subsp. insularis (E.Nardi & Arrigoni) Gamisans, 1985",sous-espece,LC,
131628,Aristolochiaceae,"Aristolochia rotunda subsp. rotunda L., 1753",sous-espece,LC,
83796,Aristolochiaceae,"Aristolochia tyrrhena E.Nardi & Arrigoni, 1983",espece,NT,
83808,Plumbaginaceae,"Armeria alpina Willd., 1809",espece,LC,
83809,Plumbaginaceae,"Armeria arenaria (Pers.) Schult., 1820",espece,LC,
459326,Plumbaginaceae,"Armeria arenaria subsp. pradetensis M�dail, Baumel & Auda, 2009",sous-espece,NT,
131641,Plumbaginaceae,"Armeria arenaria subsp. arenaria (Pers.) Schult., 1820",sous-espece,LC,
131643,Plumbaginaceae,"Armeria arenaria subsp. bupleuroides (Godr. & Gren.) Greuter & Burdet, 1989",sous-espece,LC,
131645,Plumbaginaceae,"Armeria arenaria subsp. praecox (Jord.) Kergu�len, 1987",sous-espece,DD,
83810,Plumbaginaceae,"Armeria belgenciensis Donad. ex Kergu�len, 1987",espece,CR,
83811,Plumbaginaceae,"Armeria bubanii G.H.M.Lawr., 1940",espece,DD,
83823,Plumbaginaceae,"Armeria girardii (Bernis) Litard., 1955",espece,LC,
83827,Plumbaginaceae,"Armeria leucocephala Salzm. ex W.D.J.Koch, 1823",espece,LC,
83831,Plumbaginaceae,"Armeria malinvaudii H.J.Coste & Souli�, 1911",espece,NT,
83832,Plumbaginaceae,"Armeria maritima Willd., 1809",espece,LC,
83836,Plumbaginaceae,"Armeria muelleri A.L.P.Huet, 1853",espece,LC,
83837,Plumbaginaceae,"Armeria multiceps Wallr., 1844",espece,LC,
83843,Plumbaginaceae,"Armeria pubinervis Boiss., 1848",espece,LC,
83844,Plumbaginaceae,"Armeria pungens (Link) Hoffmanns. & Link, 1820",espece,NT,
83847,Plumbaginaceae,"Armeria ruscinonensis Girard, 1844",espece,LC,
131684,Plumbaginaceae,"Armeria ruscinonensis subsp. ruscinonensis Girard, 1844",sous-espece,NT,
131683,Plumbaginaceae,"Armeria ruscinonensis subsp. littorifuga (Bernis) Malag., 1976",sous-espece,NT,
83852,Plumbaginaceae,"Armeria soleirolii (Duby) Godr., 1853",espece,LC,
83855,Plumbaginaceae,"Armeria vulgaris Willd., 1809",espece,NAa,Exotiques
83866,Brassicaceae,"Armoracia rusticana G.Gaertn., B.Mey. & Scherb., 1800",espece,NAa,Exotiques
