"","CD_REF","LB_NOM","FAMILLE","FR"
"3631",108505,"Micromeria graeca","Lamiaceae","P"
"3632",108506,"Micromeria juliana","Lamiaceae","I"
"3633",108507,"Micromeria marginata","Lamiaceae","P"
"3634",108519,"Micropyrum tenellum","Poaceae","P"
"3635",108522,"Microthlaspi perfoliatum","Brassicaceae","P"
"3636",108537,"Milium effusum","Poaceae","P"
"3637",108543,"Milium montianum","Poaceae","P"
"3638",108558,"Milium vernale","Poaceae","P"
"3639",962398,"Wisteriopsis japonica","Fabaceae","M"
"3640",1000336,"Cherleria capillacea","Caryophyllaceae","P"
"3641",1000392,"Facchinia cerastiifolia","Caryophyllaceae","P"
"3642",159926,"Minuartia glomerata","Caryophyllaceae","P"
"3643",119753,"Sabulina tenuifolia","Caryophyllaceae","P"
"3644",108601,"Minuartia lanuginosa","Caryophyllaceae","E"
"3645",1000304,"Cherleria laricifolia","Caryophyllaceae","P"
"3646",119748,"Sabulina mediterranea","Caryophyllaceae","P"
"3647",108606,"Minuartia montana","Caryophyllaceae","P"
"3648",108612,"Minuartia recurva","Caryophyllaceae","P"
"3649",108613,"Minuartia rostrata","Caryophyllaceae","P"
"3650",619942,"Minuartia mucronata","Caryophyllaceae","P"
"3651",1000405,"Facchinia rupestris","Caryophyllaceae","P"
"3652",90863,"Cherleria sedoides","Caryophyllaceae","P"
"3653",108617,"Minuartia setacea","Caryophyllaceae","P"
"3654",161674,"Sabulina stricta","Caryophyllaceae","W"
"3655",119754,"Sabulina verna","Caryophyllaceae","P"
"3656",119755,"Sabulina villarsii","Caryophyllaceae","P"
"3657",119756,"Sabulina viscosa","Caryophyllaceae","P"
"3658",108628,"Mirabilis jalapa","Nyctaginaceae","I"
"3659",108642,"Miscanthus sinensis","Poaceae","M"
"3660",108644,"Misopates calycinum","Plantaginaceae","M"
"3661",108645,"Misopates orontium","Plantaginaceae","P"
"3662",108672,"Modiola caroliniana","Malvaceae","I"
"3663",717317,"Moehringia argenteria","Caryophyllaceae","P"
"3664",108680,"Moehringia ciliata","Caryophyllaceae","P"
"3665",108683,"Moehringia intermedia","Caryophyllaceae","E"
"3666",108684,"Moehringia lebrunii","Caryophyllaceae","S"
"3667",108686,"Moehringia muscosa","Caryophyllaceae","P"
"3668",108689,"Moehringia pentandra","Caryophyllaceae","P"
"3669",108694,"Moehringia sedoides","Caryophyllaceae","S"
"3670",108698,"Moehringia trinervia","Caryophyllaceae","P"
"3671",108703,"Moenchia erecta","Caryophyllaceae","P"
"3672",108714,"Molineriella minuta","Poaceae","P"
"3673",108717,"Molinia arundinacea","Poaceae","P"
"3674",108718,"Molinia caerulea","Poaceae","P"
"3675",108736,"Mollugo verticillata","Molluginaceae","I"
"3676",1012157,"Molopospermum peleponnesiacum","Apiaceae","P"
"3677",160478,"Monarda didyma","Lamiaceae","M"
"3678",160479,"Monarda fistulosa","Lamiaceae","M"
"3679",108755,"Moneses uniflora","Ericaceae","P"
"3680",762076,"Hypopitys monotropa","Ericaceae","P"
"3681",108785,"Montia fontana","Montiaceae","P"
"3682",717318,"Moorochloa eruciformis","Poaceae","M"
"3683",108802,"Moraea sisyrinchium","Iridaceae","P"
"3684",108805,"Moricandia arvensis","Brassicaceae","I"
"3685",108807,"Morisia monanthos","Brassicaceae","S"
"3686",108810,"Morus alba","Moraceae","I"
"3687",446743,"Morus australis","Moraceae","I"
"3688",108822,"Morus nigra","Moraceae","M"
"3689",717795,"Muhlenbergia mexicana","Poaceae","I"
"3690",108863,"Murbeckiella pinnatifida","Brassicaceae","P"
"3691",982818,"Murbeckiella omissa","Brassicaceae","P"
"3692",108866,"Muscari armeniacum","Asparagaceae","I"
"3693",108867,"Muscari atlanticum","Asparagaceae","P"
"3694",108869,"Muscari botryoides","Asparagaceae","P"
"3695",108874,"Muscari comosum","Asparagaceae","P"
"3696",1026728,"Muscari matritense","Asparagaceae","P"
"3697",108896,"Muscari motelayi","Asparagaceae","P"
"3698",108898,"Muscari neglectum","Asparagaceae","P"
"3699",610914,"Muscari parviflorum","Asparagaceae","M"
"3700",610917,"Mutellina adonidifolia","Apiaceae","P"
"3701",108918,"Mutellina corsica","Apiaceae","P"
"3702",108948,"Myagrum perfoliatum","Brassicaceae","P"
"3703",108979,"Myoporum laetum","Scrophulariaceae","M"
"3704",108980,"Myoporum tenuifolium","Scrophulariaceae","M"
"3705",108987,"Myosotis alpestris","Boraginaceae","P"
"3706",108996,"Myosotis arvensis","Boraginaceae","P"
"3707",109001,"Myosotis balbisiana","Boraginaceae","P"
"3708",109011,"Myosotis congesta","Boraginaceae","P"
"3709",109013,"Myosotis corsicana","Boraginaceae","P"
"3710",109015,"Myosotis decumbens","Boraginaceae","P"
"3711",109019,"Myosotis discolor","Boraginaceae","P"
"3712",109020,"Myosotis dubia","Boraginaceae","P"
"3713",109042,"Myosotis laxa","Boraginaceae","P"
"3714",717321,"Myosotis martini","Boraginaceae","P"
"3715",109053,"Myosotis michaelae","Boraginaceae","P"
"3716",109057,"Myosotis minutiflora","Boraginaceae","P"
"3717",109068,"Myosotis nemorosa","Boraginaceae","P"
"3718",109080,"Myosotis pusilla","Boraginaceae","P"
"3719",109084,"Myosotis ramosissima","Boraginaceae","P"
"3720",161481,"Myosotis rehsteineri","Boraginaceae","W"
"3721",109091,"Myosotis scorpioides","Boraginaceae","P"
"3722",109092,"Myosotis secunda","Boraginaceae","P"
"3723",109095,"Myosotis sicula","Boraginaceae","P"
"3724",109096,"Myosotis soleirolii","Boraginaceae","P"
"3725",109099,"Myosotis speluncicola","Boraginaceae","P"
"3726",109102,"Myosotis stricta","Boraginaceae","P"
"3727",109104,"Myosotis sylvatica","Boraginaceae","C"
"3728",124970,"Stellaria aquatica","Caryophyllaceae","P"
"3729",109126,"Myosurus minimus","Ranunculaceae","P"
"3730",109130,"Myrica gale","Myricaceae","P"
"3731",109135,"Myricaria germanica","Tamaricaceae","P"
"3732",717322,"Myriolimon diffusum","Plumbaginaceae","P"
"3733",717323,"Myriolimon ferulaceum","Plumbaginaceae","P"
"3734",109139,"Myriophyllum alterniflorum","Haloragaceae","P"
"3735",109141,"Myriophyllum aquaticum","Haloragaceae","J"
"3736",109144,"Myriophyllum heterophyllum","Haloragaceae","I"
"3737",109150,"Myriophyllum spicatum","Haloragaceae","P"
"3738",109151,"Myriophyllum verticillatum","Haloragaceae","P"
"3739",109161,"Myrrhis odorata","Apiaceae","P"
"3740",109186,"Myrtus communis","Myrtaceae","P"
"3741",109207,"Najas gracillima","Hydrocharitaceae","I"
"3742",109208,"Najas graminea","Hydrocharitaceae","I"
"3743",717324,"Najas indica","Hydrocharitaceae","I"
"3744",109213,"Najas marina","Hydrocharitaceae","P"
"3745",109215,"Najas minor","Hydrocharitaceae","P"
"3746",109224,"Nananthea perpusilla","Asteraceae","S"
"3747",109234,"Narcissus assoanus","Amaryllidaceae","P"
"3748",109239,"Narcissus bicolor","Amaryllidaceae","P"
"3749",109241,"Narcissus bulbocodium","Amaryllidaceae","I"
"3750",109252,"Narcissus dubius","Amaryllidaceae","P"
"3751",717325,"Narcissus gigas","Amaryllidaceae","P"
"3752",109262,"Narcissus jacetanus","Amaryllidaceae","P"
"3753",109263,"Narcissus jonquilla","Amaryllidaceae","I"
"3754",717326,"Narcissus obsoletus","Amaryllidaceae","P"
"3755",109287,"Narcissus papyraceus","Amaryllidaceae","M"
"3756",109291,"Narcissus poeticus","Amaryllidaceae","P"
"3757",109297,"Narcissus pseudonarcissus","Amaryllidaceae","P"
"3758",109309,"Narcissus tazetta","Amaryllidaceae","P"
"3759",109313,"Narcissus triandrus","Amaryllidaceae","P"
"3760",109346,"Narduroides salzmannii","Poaceae","P"
"3761",109366,"Nardus stricta","Poaceae","P"
"3762",109372,"Narthecium ossifragum","Nartheciaceae","P"
"3763",109375,"Narthecium reverchonii","Nartheciaceae","P"
"3764",109379,"Nassella neesiana","Poaceae","I"
"3765",109380,"Nassella poeppigiana","Poaceae","I"
"3766",161809,"Nassella tenuissima","Poaceae","I"
"3767",109381,"Nassella trichotoma","Poaceae","I"
"3768",109419,"Nasturtium microphyllum","Brassicaceae","P"
"3769",109422,"Nasturtium officinale","Brassicaceae","P"
"3770",109465,"Neatostema apulum","Boraginaceae","P"
"3771",109469,"Nectaroscilla hyacinthoides","Asparagaceae","P"
"3772",109496,"Neoschischkinia elegans","Poaceae","P"
"3773",717797,"Neoschischkinia pourretii","Poaceae","P"
"3774",717799,"Neoschischkinia truncatula","Poaceae","P"
"3775",611040,"Neotinea conica","Orchidaceae","P"
"3776",109498,"Neotinea lactea","Orchidaceae","P"
"3777",109499,"Neotinea maculata","Orchidaceae","P"
"3778",162206,"Neotinea tridentata","Orchidaceae","P"
"3779",109501,"Neotinea ustulata","Orchidaceae","P"
"3780",109503,"Neottia cordata","Orchidaceae","P"
"3781",109506,"Neottia nidus-avis","Orchidaceae","P"
"3782",109507,"Neottia ovata","Orchidaceae","P"
"3783",109513,"Nepeta agrestis","Lamiaceae","E"
"3784",109516,"Nepeta cataria","Lamiaceae","P"
"3785",109522,"Nepeta grandiflora","Lamiaceae","M"
"3786",109528,"Nepeta latifolia","Lamiaceae","P"
"3787",109533,"Nepeta nepetella","Lamiaceae","P"
"3788",109534,"Nepeta nuda","Lamiaceae","P"
"3789",109584,"Nerium oleander","Apocynaceae","P"
"3790",109594,"Neslia paniculata","Brassicaceae","P"
"3791",109600,"Nicandra physalodes","Solanaceae","I"
"3792",109608,"Nicotiana glauca","Solanaceae","I"
"3793",109620,"Nigella arvensis","Ranunculaceae","P"
"3794",109625,"Nigella damascena","Ranunculaceae","P"
"3795",109631,"Nigella hispanica","Ranunculaceae","P"
"3796",109636,"Nigella nigellastrum","Ranunculaceae","P"
"3797",109638,"Nigella sativa","Ranunculaceae","M"
"3798",109665,"Noccaea alpestris","Brassicaceae","P"
"3799",109668,"Noccaea brachypetala","Brassicaceae","P"
"3800",109670,"Noccaea brevistyla","Brassicaceae","P"
"3801",109671,"Noccaea caerulescens","Brassicaceae","P"
"3802",109672,"Noccaea corymbosa","Brassicaceae","P"
"3803",109676,"Noccaea montana","Brassicaceae","P"
"3804",109678,"Noccaea praecox","Brassicaceae","P"
"3805",109680,"Noccaea rotundifolia","Brassicaceae","P"
"3806",109684,"Nonea echioides","Boraginaceae","P"
"3807",109689,"Nonea pulla","Boraginaceae","I"
"3808",161479,"Nonea lutea","Boraginaceae","M"
"3809",109688,"Nonea pallens","Boraginaceae","I"
"3810",109703,"Nothobartsia spicata","Orobanchaceae","P"
"3811",109711,"Nothoscordum borbonicum","Amaryllidaceae","I"
"3812",109717,"Notobasis syriaca","Asteraceae","P"
"3813",109732,"Nuphar lutea","Nymphaeaceae","P"
"3814",109735,"Nuphar pumila","Nymphaeaceae","P"
"3815",109750,"Nymphaea alba","Nymphaeaceae","P"
"3816",109769,"Nymphoides peltata","Menyanthaceae","P"
"3817",109797,"Ocimum basilicum","Lamiaceae","M"
"3818",109826,"Odontites cebennensis","Orobanchaceae","P"
"3819",109828,"Odontites corsicus","Orobanchaceae","P"
"3820",109833,"Odontites jaubertianus","Orobanchaceae","P"
"3821",109838,"Odontites luteus","Orobanchaceae","P"
"3822",109845,"Odontites vernus","Orobanchaceae","P"
"3823",109847,"Odontites viscosus","Orobanchaceae","P"
"3824",109861,"Oenanthe aquatica","Apiaceae","P"
"3825",109864,"Oenanthe crocata","Apiaceae","P"
"3826",109869,"Oenanthe fistulosa","Apiaceae","P"
"3827",109870,"Oenanthe fluviatilis","Apiaceae","P"
"3828",109874,"Oenanthe globulosa","Apiaceae","P"
"3829",109881,"Oenanthe lachenalii","Apiaceae","P"
"3830",109890,"Oenanthe peucedanifolia","Apiaceae","P"
"3831",109893,"Oenanthe pimpinelloides","Apiaceae","P"
"3832",109898,"Oenanthe silaifolia","Apiaceae","P"
"3833",109905,"Oenothera ammophila","Onagraceae","Y"
"3834",109911,"Oenothera biennis","Onagraceae","I"
"3835",717333,"Oenothera drummondii","Onagraceae","I"
"3836",109922,"Oenothera ersteinensis","Onagraceae","I"
"3837",109926,"Oenothera glazioviana","Onagraceae","I"
"3838",109933,"Oenothera laciniata","Onagraceae","I"
"3839",717334,"Oenothera lindheimeri","Onagraceae","I"
"3840",109937,"Oenothera longiflora","Onagraceae","I"
"3841",109942,"Oenothera nuda","Onagraceae","I"
"3842",109943,"Oenothera oakesiana","Onagraceae","I"
"3843",109949,"Oenothera parviflora","Onagraceae","I"
"3844",109954,"Oenothera pycnocarpa","Onagraceae","I"
"3845",109956,"Oenothera rosea","Onagraceae","I"
"3846",109958,"Oenothera rubricaulis","Onagraceae","I"
"3847",160398,"Oenothera speciosa","Onagraceae","I"
"3848",109965,"Oenothera stricta","Onagraceae","I"
"3849",109968,"Oenothera stuchii","Onagraceae","I"
"3850",109969,"Oenothera suaveolens","Onagraceae","I"
"3851",109971,"Oenothera subterminalis","Onagraceae","I"
"3852",109974,"Oenothera villosa","Onagraceae","I"
"3853",110002,"Olea europaea","Oleaceae","P"
"3854",717338,"Oloptum miliaceum","Poaceae","P"
"3855",983577,"Iberodes linifolia","Boraginaceae","P"
"3856",983584,"Iberodes littoralis","Boraginaceae","S"
"3857",110072,"Omphalodes verna","Boraginaceae","I"
"3858",717339,"Oncostema elongata","Asparagaceae","I"
"3859",161776,"Oncostema peruviana","Asparagaceae","I"
"3860",110103,"Onobrychis aequidentata","Fabaceae","I"
"3861",110108,"Onobrychis arenaria","Fabaceae","P"
"3862",159746,"Onobrychis argentea","Fabaceae","P"
"3863",110110,"Onobrychis caput-galli","Fabaceae","P"
"3864",110114,"Onobrychis crista-galli","Fabaceae","M"
"3865",110124,"Onobrychis montana","Fabaceae","P"
"3866",110126,"Onobrychis pyrenaica","Fabaceae","P"
"3867",110129,"Onobrychis saxatilis","Fabaceae","P"
"3868",110134,"Onobrychis supina","Fabaceae","P"
"3869",110139,"Onobrychis viciifolia","Fabaceae","I"
"3870",110153,"Ononis alopecuroides","Fabaceae","M"
"3871",110162,"Ononis aragonensis","Fabaceae","P"
"3872",110165,"Ononis arvensis","Fabaceae","I"
"3873",110171,"Ononis breviflora","Fabaceae","P"
"3874",110181,"Ononis cristata","Fabaceae","P"
"3875",110185,"Ononis diffusa","Fabaceae","P"
"3876",110190,"Ononis fruticosa","Fabaceae","P"
"3877",110205,"Ononis minutissima","Fabaceae","P"
"3878",110207,"Ononis mitissima","Fabaceae","P"
"3879",110211,"Ononis natrix","Fabaceae","P"
"3880",110212,"Ononis ornithopodioides","Fabaceae","P"
"3881",110218,"Ononis pubescens","Fabaceae","P"
"3882",110221,"Ononis pusilla","Fabaceae","P"
"3883",110225,"Ononis ramosissima","Fabaceae","P"
"3884",110226,"Ononis reclinata","Fabaceae","P"
"3885",110230,"Ononis rotundifolia","Fabaceae","P"
"3886",110236,"Ononis spinosa","Fabaceae","P"
"3887",110237,"Ononis striata","Fabaceae","P"
"3888",110239,"Ononis variegata","Fabaceae","P"
"3889",110241,"Ononis viscosa","Fabaceae","P"
"3890",110244,"Onopordum acanthium","Asteraceae","P"
"3891",110246,"Onopordum acaulon","Asteraceae","P"
"3892",110253,"Onopordum eriocephalum","Asteraceae","E"
"3893",110259,"Onopordum horridum","Asteraceae","P"
"3894",110260,"Onopordum illyricum","Asteraceae","P"
"3895",110268,"Onopordum tauricum","Asteraceae","I"
"3896",110290,"Onosma arenaria","Boraginaceae","P"
"3897",110294,"Onosma helvetica","Boraginaceae","P"
"3898",110296,"Onosma pseudoarenaria","Boraginaceae","P"
"3899",110298,"Onosma tricerosperma","Boraginaceae","P"
"3900",110306,"Ophioglossum azoricum","Ophioglossaceae","P"
"3901",110307,"Ophioglossum lusitanicum","Ophioglossaceae","P"
"3902",110313,"Ophioglossum vulgatum","Ophioglossaceae","P"
"3903",110325,"Ophrys aegirtica","Orchidaceae","E"
"3904",110331,"Ophrys annae","Orchidaceae","P"
"3905",110335,"Ophrys apifera","Orchidaceae","P"
"3906",110341,"Ophrys arachnitiformis","Orchidaceae","P"
"3907",110345,"Ophrys aranifera","Orchidaceae","P"
