"","CD_REF","LB_NOM","FAMILLE","FR"
"4629",117231,"Ranunculus serpens","Ranunculaceae","P"
"4630",117246,"Ranunculus sylviae","Ranunculaceae","E"
"4631",117249,"Ranunculus thora","Ranunculaceae","P"
"4632",117255,"Ranunculus trichophyllus","Ranunculaceae","P"
"4633",117257,"Ranunculus trilobus","Ranunculaceae","P"
"4634",117258,"Ranunculus tripartitus","Ranunculaceae","P"
"4635",117268,"Ranunculus velutinus","Ranunculaceae","P"
"4636",117353,"Raphanus raphanistrum","Brassicaceae","P"
"4637",117390,"Rapistrum perenne","Brassicaceae","M"
"4638",117393,"Rapistrum rugosum","Brassicaceae","P"
"4639",117426,"Reichardia picroides","Asteraceae","P"
"4640",117428,"Reseda alba","Resedaceae","P"
"4641",117446,"Reseda glauca","Resedaceae","P"
"4642",117452,"Reseda jacquinii","Resedaceae","P"
"4643",117458,"Reseda lutea","Resedaceae","P"
"4644",117459,"Reseda luteola","Resedaceae","P"
"4645",117469,"Reseda phyteuma","Resedaceae","P"
"4646",117503,"Reynoutria japonica","Polygonaceae","J"
"4647",117505,"Reynoutria sachalinensis","Polygonaceae","I"
"4648",117512,"Rhagadiolus edulis","Asteraceae","P"
"4649",117521,"Rhagadiolus stellatus","Asteraceae","P"
"4650",117526,"Rhamnus alaternus","Rhamnaceae","P"
"4651",117528,"Rhamnus alpina","Rhamnaceae","P"
"4652",117530,"Rhamnus cathartica","Rhamnaceae","P"
"4653",117548,"Rhamnus pumila","Rhamnaceae","P"
"4654",117551,"Rhamnus saxatilis","Rhamnaceae","P"
"4655",610872,"Rhaponticoides alpina","Asteraceae","P"
"4656",717862,"Rhaponticum centauroides","Asteraceae","P"
"4657",611455,"Rhaponticum coniferum","Asteraceae","P"
"4658",117573,"Rhaponticum heleniifolium","Asteraceae","P"
"4659",611454,"Rhaponticum repens","Asteraceae","M"
"4660",117576,"Rhaponticum scariosum","Asteraceae","P"
"4661",117587,"Rhinanthus alectorolophus","Orobanchaceae","P"
"4662",117590,"Rhinanthus angustifolius","Orobanchaceae","P"
"4663",117595,"Rhinanthus burnatii","Orobanchaceae","P"
"4664",117601,"Rhinanthus glacialis","Orobanchaceae","P"
"4665",117616,"Rhinanthus minor","Orobanchaceae","P"
"4666",117624,"Rhinanthus pseudoantiquus","Orobanchaceae","E"
"4667",117625,"Rhinanthus pumilus","Orobanchaceae","P"
"4668",117668,"Rhodiola rosea","Crassulaceae","P"
"4669",117679,"Rhododendron ferrugineum","Ericaceae","P"
"4670",117681,"Rhododendron hirsutum","Ericaceae","P"
"4671",117692,"Rhododendron ponticum","Ericaceae","J"
"4672",117712,"Rhus coriaria","Anacardiaceae","P"
"4673",117715,"Rhus glabra","Anacardiaceae","M"
"4674",117723,"Rhus typhina","Anacardiaceae","I"
"4675",117731,"Rhynchospora alba","Cyperaceae","P"
"4676",117732,"Rhynchospora fusca","Cyperaceae","P"
"4677",117748,"Ribes alpinum","Grossulariaceae","P"
"4678",117766,"Ribes nigrum","Grossulariaceae","P"
"4679",117771,"Ribes petraeum","Grossulariaceae","P"
"4680",117774,"Ribes rubrum","Grossulariaceae","P"
"4681",117775,"Ribes sanguineum","Grossulariaceae","M"
"4682",117787,"Ribes uva-crispa","Grossulariaceae","P"
"4683",117806,"Ricinus communis","Euphorbiaceae","I"
"4684",117820,"Ridolfia segetum","Apiaceae","P"
"4685",117860,"Robinia pseudoacacia","Fabaceae","J"
"4686",117876,"Roemeria hybrida","Papaveraceae","P"
"4687",610857,"Roldana petasitis","Asteraceae","I"
"4688",117885,"Romulea arnaudii","Iridaceae","E"
"4689",117886,"Romulea assumptionis","Iridaceae","P"
"4690",117890,"Romulea bulbocodium","Iridaceae","P"
"4691",117891,"Romulea columnae","Iridaceae","P"
"4692",117893,"Romulea corsica","Iridaceae","E"
"4693",117897,"Romulea florentii","Iridaceae","E"
"4694",117904,"Romulea ligustica","Iridaceae","P"
"4695",117918,"Romulea ramiflora","Iridaceae","P"
"4696",117919,"Romulea requienii","Iridaceae","P"
"4697",117920,"Romulea revelierei","Iridaceae","P"
"4698",117921,"Romulea rollii","Iridaceae","P"
"4699",117933,"Rorippa amphibia","Brassicaceae","P"
"4700",117937,"Rorippa austriaca","Brassicaceae","I"
"4701",117940,"Rorippa islandica","Brassicaceae","P"
"4702",117944,"Rorippa palustris","Brassicaceae","P"
"4703",117946,"Rorippa pyrenaica","Brassicaceae","P"
"4704",117951,"Rorippa sylvestris","Brassicaceae","P"
"4705",117986,"Rosa agrestis","Rosaceae","P"
"4706",118016,"Rosa arvensis","Rosaceae","P"
"4707",118030,"Rosa banksiae","Rosaceae","I"
"4708",118073,"Rosa canina","Rosaceae","P"
"4709",717451,"Rosa cinnamomea","Rosaceae","I"
"4710",118204,"Rosa glauca","Rosaceae","P"
"4711",118192,"Rosa gallica","Rosaceae","P"
"4712",161345,"Rosa marginata","Rosaceae","P"
"4713",118343,"Rosa montana","Rosaceae","P"
"4714",118347,"Rosa moschata","Rosaceae","W"
"4715",118353,"Rosa multiflora","Rosaceae","M"
"4716",118397,"Rosa pendulina","Rosaceae","P"
"4717",118416,"Rosa pouzinii","Rosaceae","P"
"4718",118474,"Rosa rubiginosa","Rosaceae","P"
"4719",118477,"Rosa rugosa","Rosaceae","I"
"4720",118498,"Rosa sempervirens","Rosaceae","P"
"4721",118513,"Rosa sicula","Rosaceae","Q"
"4722",118521,"Rosa spinosissima","Rosaceae","P"
"4723",118557,"Rosa tomentosa","Rosaceae","P"
"4724",118582,"Rosa villosa","Rosaceae","D"
"4725",1027822,"Salvia rosmarinus","Lamiaceae","P"
"4726",118872,"Rostraria cristata","Poaceae","P"
"4727",118877,"Rostraria pubescens","Poaceae","P"
"4728",118900,"Rouya polygama","Apiaceae","P"
"4729",118916,"Rubia peregrina","Rubiaceae","P"
"4730",118920,"Rubia tinctorum","Rubiaceae","I"
"4731",118963,"Rubus armeniacus","Rosaceae","P"
"4732",118993,"Rubus caesius","Rosaceae","P"
"4733",1039360,"Rubus aetnicus","Rosaceae","P"
"4734",119149,"Rubus idaeus","Rosaceae","P"
"4735",119152,"Rubus incanescens","Rosaceae","P"
"4736",119171,"Rubus laciniatus","Rosaceae","I"
"4737",611520,"Rubus odoratus","Rosaceae","M"
"4738",119263,"Rubus phoenicolasius","Rosaceae","M"
"4739",119318,"Rubus saxatilis","Rosaceae","P"
"4740",119340,"Rubus spectabilis","Rosaceae","M"
"4741",717517,"Rubus tricolor","Rosaceae","M"
"4742",119373,"Rubus ulmifolius","Rosaceae","P"
"4743",119406,"Rudbeckia hirta","Asteraceae","I"
"4744",119407,"Rudbeckia laciniata","Asteraceae","I"
"4745",119418,"Rumex acetosa","Polygonaceae","P"
"4746",119419,"Rumex acetosella","Polygonaceae","P"
"4747",119435,"Rumex alpinus","Polygonaceae","P"
"4748",119447,"Rumex aquaticus","Polygonaceae","P"
"4749",119448,"Rumex aquitanicus","Polygonaceae","S"
"4750",119450,"Rumex arifolius","Polygonaceae","P"
"4751",119461,"Rumex bucephalophorus","Polygonaceae","P"
"4752",119471,"Rumex conglomeratus","Polygonaceae","P"
"4753",119473,"Rumex crispus","Polygonaceae","P"
"4754",119474,"Rumex cristatus","Polygonaceae","I"
"4755",119475,"Rumex cuneifolius","Polygonaceae","I"
"4756",119509,"Rumex hydrolapathum","Polygonaceae","P"
"4757",119513,"Rumex intermedius","Polygonaceae","P"
"4758",119525,"Rumex longifolius","Polygonaceae","P"
"4759",119533,"Rumex maritimus","Polygonaceae","P"
"4760",119550,"Rumex obtusifolius","Polygonaceae","P"
"4761",119556,"Rumex palustris","Polygonaceae","P"
"4762",119558,"Rumex patientia","Polygonaceae","I"
"4763",119569,"Rumex pulcher","Polygonaceae","P"
"4764",119579,"Rumex roseus","Polygonaceae","P"
"4765",119582,"Rumex rupestris","Polygonaceae","P"
"4766",119585,"Rumex sanguineus","Polygonaceae","P"
"4767",119587,"Rumex scutatus","Polygonaceae","P"
"4768",119595,"Rumex thyrsiflorus","Polygonaceae","I"
"4769",119596,"Rumex thyrsoides","Polygonaceae","P"
"4770",119599,"Rumex triangulivalvis","Polygonaceae","I"
"4771",119601,"Rumex tuberosus","Polygonaceae","Y"
"4772",119688,"Ruppia cirrhosa","Ruppiaceae","P"
"4773",119691,"Ruppia maritima","Ruppiaceae","P"
"4774",717521,"Ruschia caroli","Aizoaceae","I"
"4775",119698,"Ruscus aculeatus","Asparagaceae","P"
"4776",611535,"Ruscus hypoglossum","Asparagaceae","P"
"4777",119701,"Ruscus hypophyllum","Asparagaceae","I"
"4778",119707,"Ruta angustifolia","Rutaceae","P"
"4779",119710,"Ruta chalepensis","Rutaceae","P"
"4780",119713,"Ruta corsica","Rutaceae","P"
"4781",119716,"Ruta graveolens","Rutaceae","I"
"4782",119722,"Ruta montana","Rutaceae","P"
"4783",119774,"Saccharum spontaneum","Poaceae","I"
"4784",119780,"Sagina apetala","Caryophyllaceae","P"
"4785",119798,"Sagina glabra","Caryophyllaceae","P"
"4786",119805,"Sagina maritima","Caryophyllaceae","P"
"4787",119812,"Sagina nodosa","Caryophyllaceae","P"
"4788",119817,"Sagina pilifera","Caryophyllaceae","P"
"4789",119818,"Sagina procumbens","Caryophyllaceae","P"
"4790",119827,"Sagina saginoides","Caryophyllaceae","P"
"4791",119824,"Sagina revelierei","Caryophyllaceae","P"
"4792",119850,"Sagittaria graminea","Alismataceae","I"
"4793",119854,"Sagittaria latifolia","Alismataceae","I"
"4794",119860,"Sagittaria sagittifolia","Alismataceae","P"
"4795",119881,"Salicornia europaea","Amaranthaceae","P"
"4796",788876,"Salicornia perennans","Amaranthaceae","P"
"4797",119894,"Salicornia procumbens","Amaranthaceae","P"
"4798",119915,"Salix alba","Salicaceae","P"
"4799",119931,"Salix apennina","Salicaceae","P"
"4800",119933,"Salix appendiculata","Salicaceae","P"
"4801",119948,"Salix atrocinerea","Salicaceae","P"
"4802",119952,"Salix aurita","Salicaceae","P"
"4803",119954,"Salix babylonica","Salicaceae","M"
"4804",119959,"Salix bicolor","Salicaceae","P"
"4805",119968,"Salix breviserrata","Salicaceae","P"
"4806",119970,"Salix caesia","Salicaceae","P"
"4807",119977,"Salix caprea","Salicaceae","P"
"4808",119985,"Salix ceretana","Salicaceae","P"
"4809",119991,"Salix cinerea","Salicaceae","P"
"4810",120009,"Salix daphnoides","Salicaceae","P"
"4811",120029,"Salix eleagnos","Salicaceae","P"
"4812",120037,"Salix foetida","Salicaceae","P"
"4813",120040,"Salix fragilis","Salicaceae","P"
"4814",120048,"Salix glaucosericea","Salicaceae","P"
"4815",120052,"Salix hastata","Salicaceae","P"
"4816",120056,"Salix helvetica","Salicaceae","P"
"4817",120057,"Salix herbacea","Salicaceae","P"
"4818",120085,"Salix laggeri","Salicaceae","P"
"4819",120091,"Salix lapponum","Salicaceae","P"
"4820",120135,"Salix myrsinifolia","Salicaceae","P"
"4821",120163,"Salix pentandra","Salicaceae","P"
"4822",120189,"Salix purpurea","Salicaceae","P"
"4823",120191,"Salix pyrenaica","Salicaceae","P"
"4824",120192,"Salix repens","Salicaceae","P"
"4825",120193,"Salix reticulata","Salicaceae","P"
"4826",120195,"Salix retusa","Salicaceae","P"
"4827",120219,"Salix serpillifolia","Salicaceae","P"
"4828",120246,"Salix triandra","Salicaceae","P"
"4829",120260,"Salix viminalis","Salicaceae","P"
"4830",120582,"Salpichroa origanifolia","Solanaceae","I"
"4831",124008,"Soda inermis","Amaranthaceae","P"
"4832",120619,"Salvia aethiopis","Lamiaceae","P"
"4833",445723,"Salvia farinacea","Lamiaceae","M"
"4834",120643,"Salvia glutinosa","Lamiaceae","P"
"4835",120667,"Salvia microphylla","Lamiaceae","M"
"4836",120673,"Salvia nemorosa","Lamiaceae","M"
"4837",120678,"Salvia officinalis","Lamiaceae","P"
"4838",120685,"Salvia pratensis","Lamiaceae","P"
"4839",611559,"Salvia reflexa","Lamiaceae","M"
"4840",120691,"Salvia sclarea","Lamiaceae","P"
"4841",721755,"Salvia splendens","Lamiaceae","M"
"4842",120696,"Salvia tomentosa","Lamiaceae","M"
"4843",120700,"Salvia verbenaca","Lamiaceae","P"
"4844",120703,"Salvia verticillata","Lamiaceae","P"
"4845",120704,"Salvia viridis","Lamiaceae","I"
"4846",446498,"Salvinia x molesta","Salviniaceae","I"
"4847",120709,"Salvinia natans","Salviniaceae","Y"
"4848",120712,"Sambucus ebulus","Viburnaceae","P"
"4849",120717,"Sambucus nigra","Viburnaceae","P"
"4850",120720,"Sambucus racemosa","Viburnaceae","P"
"4851",120732,"Samolus valerandi","Primulaceae","P"
"4852",120758,"Sanguisorba officinalis","Rosaceae","P"
"4853",120772,"Sanicula europaea","Apiaceae","P"
"4854",120784,"Santolina benthamiana","Asteraceae","S"
"4855",120785,"Santolina chamaecyparissus","Asteraceae","I"
"4856",120786,"Santolina corsica","Asteraceae","S"
"4857",611570,"Santolina decumbens","Asteraceae","E"
"4858",120790,"Santolina ericoides","Asteraceae","S"
"4859",120812,"Saponaria bellidifolia","Caryophyllaceae","P"
"4860",120813,"Saponaria caespitosa","Caryophyllaceae","P"
"4861",120819,"Saponaria lutea","Caryophyllaceae","P"
"4862",120823,"Saponaria ocymoides","Caryophyllaceae","P"
"4863",120824,"Saponaria officinalis","Caryophyllaceae","P"
"4864",120840,"Sarcocapnos enneaphylla","Papaveraceae","P"
"4865",119883,"Salicornia fruticosa","Amaranthaceae","P"
"4866",119892,"Salicornia perennis","Amaranthaceae","P"
"4867",120875,"Sarracenia purpurea","Sarraceniaceae","I"
"4868",120878,"Sasa palmata","Poaceae","M"
"4869",120901,"Satureja hortensis","Lamiaceae","I"
"4870",120908,"Satureja montana","Lamiaceae","P"
"4871",120949,"Saussurea alpina","Asteraceae","P"
"4872",120950,"Saussurea depressa","Asteraceae","P"
"4873",120951,"Saussurea discolor","Asteraceae","P"
"4874",120962,"Saxifraga adscendens","Saxifragaceae","P"
"4875",120965,"Saxifraga aizoides","Saxifragaceae","P"
"4876",120973,"Saxifraga androsacea","Saxifragaceae","P"
"4877",120976,"Saxifraga aquatica","Saxifragaceae","P"
"4878",120977,"Saxifraga aretioides","Saxifragaceae","P"
"4879",120978,"Saxifraga aspera","Saxifragaceae","P"
"4880",120987,"Saxifraga biflora","Saxifragaceae","P"
"4881",120988,"Saxifraga bryoides","Saxifragaceae","P"
"4882",120989,"Saxifraga bulbifera","Saxifragaceae","P"
"4883",120994,"Saxifraga caesia","Saxifragaceae","P"
"4884",120995,"Saxifraga callosa","Saxifragaceae","P"
"4885",121002,"Saxifraga cebennensis","Saxifragaceae","E"
"4886",121004,"Saxifraga cervicornis","Saxifragaceae","P"
"4887",121012,"Saxifraga cochlearis","Saxifragaceae","P"
"4888",121022,"Saxifraga corsica","Saxifragaceae","P"
"4889",121024,"Saxifraga cotyledon","Saxifragaceae","P"
"4890",121031,"Saxifraga cuneifolia","Saxifragaceae","P"
"4891",121035,"Saxifraga delphinensis","Saxifragaceae","P"
"4892",121039,"Saxifraga diapensioides","Saxifragaceae","P"
"4893",121047,"Saxifraga exarata","Saxifragaceae","P"
"4894",121054,"Saxifraga florulenta","Saxifragaceae","S"
"4895",121055,"Saxifraga fragilis","Saxifragaceae","P"
"4896",121056,"Saxifraga fragosoi","Saxifragaceae","P"
"4897",121059,"Saxifraga geranioides","Saxifragaceae","P"
"4898",966614,"Saxifraga giziana","Saxifragaceae","E"
"4899",121065,"Saxifraga granulata","Saxifragaceae","P"
"4900",121070,"Saxifraga hariotii","Saxifragaceae","P"
"4901",121076,"Saxifraga hirculus","Saxifragaceae","P"
"4902",121077,"Saxifraga hirsuta","Saxifragaceae","P"
"4903",121090,"Saxifraga intricata","Saxifragaceae","P"
"4904",121091,"Saxifraga iratiana","Saxifragaceae","P"
"4905",121096,"Saxifraga lamottei","Saxifragaceae","E"
"4906",121098,"Saxifraga lantoscana","Saxifragaceae","P"
"4907",121106,"Saxifraga longifolia","Saxifragaceae","P"
"4908",121110,"Saxifraga media","Saxifragaceae","P"
"4909",121115,"Saxifraga moschata","Saxifragaceae","P"
"4910",121120,"Saxifraga muscoides","Saxifragaceae","P"
"4911",121124,"Saxifraga mutata","Saxifragaceae","P"
"4912",121132,"Saxifraga oppositifolia","Saxifragaceae","P"
"4913",121139,"Saxifraga paniculata","Saxifragaceae","P"
"4914",121144,"Saxifraga pedemontana","Saxifragaceae","P"
"4915",121146,"Saxifraga pentadactylis","Saxifragaceae","P"
"4916",121154,"Saxifraga praetermissa","Saxifragaceae","P"
"4917",121156,"Saxifraga prostii","Saxifragaceae","E"
"4918",121158,"Saxifraga pubescens","Saxifragaceae","P"
"4919",121174,"Saxifraga retusa","Saxifragaceae","P"
"4920",121176,"Saxifraga rosacea","Saxifragaceae","P"
"4921",121177,"Saxifraga rotundifolia","Saxifragaceae","P"
"4922",121184,"Saxifraga seguieri","Saxifragaceae","P"
"4923",121201,"Saxifraga tridactylites","Saxifragaceae","P"
"4924",121203,"Saxifraga umbrosa","Saxifragaceae","P"
"4925",121205,"Saxifraga valdensis","Saxifragaceae","S"
"4926",121316,"Scabiosa atropurpurea","Caprifoliaceae","P"
"4927",121329,"Scabiosa canescens","Caprifoliaceae","P"
"4928",121331,"Scabiosa cinerea","Caprifoliaceae","P"
"4929",121334,"Scabiosa columbaria","Caprifoliaceae","P"
"4930",121337,"Scabiosa corsica","Caprifoliaceae","E"
"4931",121367,"Scabiosa lucida","Caprifoliaceae","P"
"4932",121380,"Scabiosa ochroleuca","Caprifoliaceae","M"
"4933",121414,"Scabiosa triandra","Caprifoliaceae","P"
"4934",121430,"Scandix australis","Apiaceae","P"
"4935",121431,"Scandix balansae","Apiaceae","M"
"4936",121449,"Scandix pecten-veneris","Apiaceae","P"
"4937",121455,"Scandix stellata","Apiaceae","P"
"4938",121461,"Sceptridium multifidum","Ophioglossaceae","W"
"4939",717533,"Schedonorus arundinaceus","Poaceae","P"
"4940",121471,"Schedonorus giganteus","Poaceae","P"
"4941",717534,"Schedonorus interruptus","Poaceae","P"
"4942",121479,"Schedonorus pratensis","Poaceae","P"
"4943",619065,"Schenkia spicata","Gentianaceae","P"
"4944",121500,"Scheuchzeria palustris","Scheuchzeriaceae","P"
"4945",121504,"Schinus molle","Anacardiaceae","M"
"4946",121507,"Schismus barbatus","Poaceae","P"
"4947",121530,"Schkuhria pinnata","Asteraceae","I"
"4948",121537,"Schmidtia kalahariensis","Poaceae","M"
"4949",121549,"Schoenoplectus lacustris","Cyperaceae","P"
"4950",121550,"Schoenoplectus litoralis","Cyperaceae","P"
"4951",976160,"Schoenoplectiella mucronata","Cyperaceae","P"
"4952",121553,"Schoenoplectus pungens","Cyperaceae","P"
"4953",976153,"Schoenoplectiella supina","Cyperaceae","P"
"4954",121555,"Schoenoplectus tabernaemontani","Cyperaceae","P"
"4955",121556,"Schoenoplectus triqueter","Cyperaceae","P"
"4956",121570,"Schoenus ferrugineus","Cyperaceae","P"
"4957",121581,"Schoenus nigricans","Cyperaceae","P"
"4958",121606,"Scilla bifolia","Asparagaceae","P"
"4959",121673,"Scirpoides holoschoenus","Cyperaceae","P"
"4960",121686,"Scirpus atrovirens","Cyperaceae","I"
"4961",621680,"Scirpus georgianus","Cyperaceae","M"
"4962",717867,"Scirpus hattorianus","Cyperaceae","I"
"4963",717535,"Scirpus pendulus","Cyperaceae","I"
"4964",121777,"Scirpus radicans","Cyperaceae","W"
"4965",121792,"Scirpus sylvaticus","Cyperaceae","P"
"4966",121823,"Scleranthus annuus","Caryophyllaceae","P"
"4967",121839,"Scleranthus perennis","Caryophyllaceae","P"
"4968",121846,"Scleranthus uncinatus","Caryophyllaceae","P"
"4969",121860,"Sclerochloa dura","Poaceae","P"
"4970",121899,"Scolymus grandiflorus","Asteraceae","P"
"4971",121901,"Scolymus hispanicus","Asteraceae","P"
"4972",121902,"Scolymus maculatus","Asteraceae","P"
"4973",121926,"Scorpiurus muricatus","Fabaceae","M"
"4974",121929,"Scorpiurus subvillosus","Fabaceae","P"
"4975",160126,"Scorpiurus sulcatus","Fabaceae","M"
"4976",121933,"Scorpiurus vermiculatus","Fabaceae","M"
"4977",121937,"Scorzonera aristata","Asteraceae","P"
"4978",121939,"Scorzonera austriaca","Asteraceae","P"
"4979",121958,"Scorzonera hirsuta","Asteraceae","P"
"4980",121959,"Scorzonera hispanica","Asteraceae","P"
"4981",121960,"Scorzonera humilis","Asteraceae","P"
"4982",121971,"Scorzonera parviflora","Asteraceae","P"
"4983",161683,"Scorzonera undulata","Asteraceae","I"
"4984",121988,"Scorzoneroides autumnalis","Asteraceae","P"
"4985",611355,"Scorzoneroides duboisii","Asteraceae","P"
"4986",121989,"Scorzoneroides montana","Asteraceae","P"
"4987",611356,"Scorzoneroides pyrenaica","Asteraceae","P"
"4988",121995,"Scrophularia alpestris","Scrophulariaceae","P"
"4989",121999,"Scrophularia auriculata","Scrophulariaceae","P"
"4990",122003,"Scrophularia canina","Scrophulariaceae","P"
"4991",122028,"Scrophularia nodosa","Scrophulariaceae","P"
"4992",122029,"Scrophularia oblongifolia","Scrophulariaceae","P"
"4993",122032,"Scrophularia peregrina","Scrophulariaceae","P"
"4994",122036,"Scrophularia provincialis","Scrophulariaceae","E"
"4995",122038,"Scrophularia pyrenaica","Scrophulariaceae","P"
"4996",122046,"Scrophularia scorodonia","Scrophulariaceae","P"
"4997",122056,"Scrophularia trifoliata","Scrophulariaceae","P"
"4998",122060,"Scrophularia vernalis","Scrophulariaceae","P"
"4999",122061,"Scutellaria albida","Lamiaceae","I"
"5000",122062,"Scutellaria alpina","Lamiaceae","P"
"5001",122064,"Scutellaria altissima","Lamiaceae","I"
"5002",122065,"Scutellaria columnae","Lamiaceae","P"
"5003",122069,"Scutellaria galericulata","Lamiaceae","P"
"5004",122070,"Scutellaria hastifolia","Lamiaceae","P"
"5005",122073,"Scutellaria minor","Lamiaceae","P"
"5006",122085,"Secale cereale","Poaceae","M"
"5007",717868,"Secale strictum","Poaceae","I"
"5008",122101,"Sedum acre","Crassulaceae","P"
"5009",122106,"Sedum album","Crassulaceae","P"
"5010",122107,"Sedum alpestre","Crassulaceae","P"
"5011",112811,"Petrosedum amplexicaule","Crassulaceae","P"
"5012",122114,"Sedum andegavense","Crassulaceae","P"
"5013",122115,"Sedum anglicum","Crassulaceae","P"
"5014",122116,"Sedum annuum","Crassulaceae","P"
"5015",122124,"Sedum atratum","Crassulaceae","P"
"5016",122132,"Sedum brevifolium","Crassulaceae","P"
"5017",122135,"Sedum caeruleum","Crassulaceae","P"
"5018",122136,"Sedum cespitosum","Crassulaceae","P"
"5019",122138,"Sedum candollei","Crassulaceae","P"
"5020",122140,"Sedum cepaea","Crassulaceae","P"
"5021",122150,"Sedum dasyphyllum","Crassulaceae","P"
"5022",159827,"Sedum dendroideum","Crassulaceae","I"
"5023",112813,"Petrosedum forsterianum","Crassulaceae","P"
"5024",122163,"Sedum fragrans","Crassulaceae","P"
"5025",122182,"Sedum hirsutum","Crassulaceae","P"
"5026",122195,"Sedum litoreum","Crassulaceae","P"
"5027",122209,"Sedum monregalense","Crassulaceae","P"
"5028",112814,"Petrosedum montanum","Crassulaceae","P"
"5029",122213,"Sedum multiceps","Crassulaceae","I"
"5030",122215,"Sedum nevadense","Crassulaceae","P"
"5031",973446,"Petrosedum ochroleucum","Crassulaceae","P"
"5032",122225,"Sedum pentandrum","Crassulaceae","P"
"5033",122243,"Sedum rubens","Crassulaceae","P"
"5034",112816,"Petrosedum rupestre","Crassulaceae","P"
"5035",122248,"Sedum sarmentosum","Crassulaceae","I"
"5036",112817,"Petrosedum sediforme","Crassulaceae","P"
"5037",122256,"Sedum sexangulare","Crassulaceae","P"
"5038",122281,"Sedum villosum","Crassulaceae","P"
"5039",122304,"Selaginella denticulata","Selaginellaceae","P"
"5040",122305,"Selaginella helvetica","Selaginellaceae","P"
"5041",122306,"Selaginella kraussiana","Selaginellaceae","I"
"5042",122308,"Selaginella selaginoides","Selaginellaceae","P"
"5043",122326,"Selinum broteri","Apiaceae","P"
"5044",122329,"Selinum carvifolia","Apiaceae","P"
"5045",122449,"Sempervivum guillemotii","Crassulaceae","P"
"5046",122419,"Sempervivum arachnoideum","Crassulaceae","P"
"5047",122428,"Sempervivum calcareum","Crassulaceae","P"
"5048",122517,"Sempervivum x piliferum","Crassulaceae","P"
"5049",104068,"Jovibarba globifera","Crassulaceae","P"
"5050",122467,"Sempervivum montanum","Crassulaceae","P"
"5051",122493,"Sempervivum tectorum","Crassulaceae","P"
"5052",122545,"Senecio angulatus","Asteraceae","I"
"5053",122558,"Senecio bayonnensis","Asteraceae","P"
"5054",122563,"Senecio cacaliaster","Asteraceae","P"
"5055",122586,"Senecio deltoideus","Asteraceae","I"
"5056",122592,"Senecio doria","Asteraceae","P"
"5057",122593,"Senecio doronicum","Asteraceae","P"
"5058",122611,"Senecio gallicus","Asteraceae","P"
"5059",122615,"Senecio gerardi","Asteraceae","P"
"5060",788826,"Senecio glastifolius","Asteraceae","I"
"5061",717543,"Senecio glaucus","Asteraceae","I"
"5062",122625,"Senecio hercynicus","Asteraceae","P"
"5063",122630,"Senecio inaequidens","Asteraceae","J"
"5064",122650,"Senecio leucanthemifolius","Asteraceae","P"
"5065",122656,"Senecio lividus","Asteraceae","P"
"5066",122675,"Senecio ovatus","Asteraceae","P"
"5067",611437,"Senecio pterophorus","Asteraceae","I"
"5068",122697,"Senecio pyrenaicus","Asteraceae","P"
"5069",122706,"Senecio rosinae","Asteraceae","E"
"5070",122709,"Senecio ruthenensis","Asteraceae","E"
"5071",122714,"Senecio sarracenicus","Asteraceae","P"
"5072",444454,"Senecio serpentinicola","Asteraceae","E"
"5073",122723,"Senecio squalidus","Asteraceae","I"
"5074",122726,"Senecio sylvaticus","Asteraceae","P"
"5075",444455,"Senecio transiens","Asteraceae","P"
"5076",122740,"Senecio vernalis","Asteraceae","I"
"5077",122744,"Senecio viscosus","Asteraceae","P"
"5078",122745,"Senecio vulgaris","Asteraceae","P"
"5079",447034,"Senna obtusifolia","Fabaceae","M"
"5080",122788,"Sequoiadendron giganteum","Cupressaceae","M"
"5081",122785,"Sequoia sempervirens","Cupressaceae","M"
"5082",122794,"Serapias cordigera","Orchidaceae","P"
"5083",122810,"Serapias lingua","Orchidaceae","P"
"5084",122819,"Serapias neglecta","Orchidaceae","P"
"5085",122822,"Serapias nurrica","Orchidaceae","S"
"5086",122824,"Serapias olbia","Orchidaceae","E"
"5087",122830,"Serapias parviflora","Orchidaceae","P"
"5088",122836,"Serapias strictiflora","Orchidaceae","P"
"5089",122837,"Serapias vomeracea","Orchidaceae","P"
"5090",122971,"Serratula tinctoria","Asteraceae","P"
"5091",122988,"Sesamoides purpurascens","Resedaceae","P"
"5092",122989,"Sesamoides pygmaea","Resedaceae","P"
"5093",122990,"Sesamoides spathulifolia","Resedaceae","P"
"5094",122993,"Sesbania punicea","Fabaceae","I"
"5095",122998,"Seseli annuum","Apiaceae","P"
"5096",123015,"Seseli djianeae","Apiaceae","E"
"5097",123023,"Seseli galloprovinciale","Apiaceae","P"
"5098",123034,"Seseli longifolium","Apiaceae","P"
"5099",123037,"Seseli montanum","Apiaceae","P"
"5100",123045,"Seseli praecox","Apiaceae","P"
"5101",123058,"Seseli tortuosum","Apiaceae","P"
"5102",123069,"Sesleria argentea","Poaceae","P"
"5103",123071,"Sesleria caerulea","Poaceae","P"
"5104",123079,"Sesleria insularis","Poaceae","P"
"5105",123082,"Sesleria ovata","Poaceae","P"
"5106",123102,"Setaria adhaerens","Poaceae","I"
"5107",123111,"Setaria faberi","Poaceae","I"
"5108",123122,"Setaria italica","Poaceae","I"
"5109",123138,"Setaria parviflora","Poaceae","I"
"5110",123141,"Setaria pumila","Poaceae","P"
